cluster,spx_ret_1d,spx_ret_5d,spx_vol_20d,vix_level,slope_10y2y,tlt_mom_20
0,0.048552873597077315,0.07686816000831072,-0.27720118416997924,-0.34388455317866756,-0.7772694945970433,-0.031242274219624302
1,-0.8983387676927053,-1.2251506533882384,1.904411943597532,2.1417148208473256,0.4161885137958143,0.7424591332601193
2,0.15886826690338535,0.20244351908257682,-0.10413499308886368,-0.07420111189746337,0.9340238353518957,-0.14316388809857128
