regime,regime_name,mean_ret_d,median_ret_d,vol_d,sharpe_d,max_drawdown,days,segments
0,Regime 0,0.0030656527246822026,0.00025804116011829414,0.027906624510977997,0.10985394251018163,-0.15760717905033317,311,46
1,Regime 1,0.0012493228485339258,0.0007225170522539015,0.012836597945211267,0.09732507428107068,-0.0976554737354629,710,42
2,Regime 2,0.0008264160647062494,0.000564915976165925,0.00920852588561106,0.08974466434389677,-0.08725621895854141,988,33
