regime,regime_name,mean_ret_d,median_ret_d,vol_d,sharpe_d,max_drawdown,days,segments
0,Regime 0,0.0015142337104998792,0.0008261707597019274,0.016016312656871038,0.09454321621589157,-0.23783832480634437,1184,74
1,Regime 1,0.001805297029945458,0.000996298335904866,0.02063843910881538,0.08747255644804816,-0.3392496000265328,1082,70
2,Regime 2,0.0011765272165027453,0.0006965844484656536,0.016071142218935377,0.07320744228848494,-0.21848782824198076,1482,88
