regime,regime_name,mean_ret_d,median_ret_d,vol_d,sharpe_d,max_drawdown,days,segments
0,Regime 0,0.0012489115076962857,0.0007615448773992117,0.009986756118830709,0.12505677447568567,-0.0812793891846525,767,8
1,Regime 1,0.001300939706327562,0.0003652444398440924,0.014283001690026016,0.09108307445178161,-0.09936294686452463,804,9
2,Regime 2,0.001366231484299613,0.000390794428747121,0.02471872053409144,0.05527112466906776,-0.19318195146946604,689,10
