regime,regime_name,mean_ret_d,median_ret_d,vol_d,sharpe_d,max_drawdown,days,segments
0,Regime 0,-0.0011497814929273017,0.0017721026194399414,0.055064394120840174,-0.020880670917836266,-0.3193095437742931,27,22
1,Regime 1,-0.0006076875023998118,0.0008723110985033866,0.05203898672965484,-0.01167754294596048,-0.33685840850764914,35,23
2,Regime 2,-0.0009951905511209659,0.000637027416695024,0.032358969950877524,-0.03075470426381659,-0.2516554084114041,48,7
