regime,regime_name,mean_ret_d,median_ret_d,vol_d,sharpe_d,max_drawdown,days,segments
0,Regime 0,0.0008866405677284946,0.0006351081598752195,0.008299700443699978,0.10682802032951845,-0.0812793891846525,1052,9
1,Regime 1,0.002330999354088723,0.00025804116011829414,0.033669237537958446,0.06923231782308024,-0.18161977334431645,405,14
2,Regime 2,0.0013079659471795263,0.0005318215543925753,0.015945307308630256,0.08202826837157295,-0.13628528884635127,803,15
