cluster,spx_ret_1d,spx_ret_5d,spx_vol_20d,vix_level,slope_10y2y,tlt_mom_20
0,-0.8891658419010074,-1.1825428280161385,1.3336918623159961,1.6788451148992705,-0.145000395194168,0.16862828292070858
1,0.05242946863789137,0.09464601354503033,-0.4026781771473454,-0.42280002529497634,0.9541996628938475,-0.04525968426704929
2,0.21523926465330723,0.26543864082622926,-0.05212051654118766,-0.13586352357653633,-0.7549652533041837,-0.01131359179632323
