regime,regime_name,mean_ret_d,median_ret_d,vol_d,sharpe_d,max_drawdown,days,segments
0,Regime 0,0.0010405482032421669,0.0007264687138730519,0.011379162603677918,0.09144330206739869,-0.09765547373546257,886,55
1,Regime 1,0.0009406446046836886,0.00048394839197873907,0.010864050621064223,0.0865832310151317,-0.08725621895854163,1002,34
2,Regime 2,0.0023384278886561,0.00038213190049796175,0.026087741488173274,0.08963703851926824,-0.15487407003357778,372,48
