regime,regime_name,mean_ret_d,median_ret_d,vol_d,sharpe_d,max_drawdown,days,segments
0,Regime 0,0.0015309735281689733,0.0008781073155288421,0.018944556060706972,0.08081337579318502,-0.3392496000265329,1251,152
1,Regime 1,0.0015595622083510135,0.0011193985360786751,0.015692690338627763,0.09938144286911281,-0.23002528158658608,1145,126
2,Regime 2,0.0013810150046563924,0.000597365505748626,0.016471016271640982,0.08384516060700874,-0.23249084034558098,1352,154
