start_date,end_date,regime,regime_name,start_price,end_price,ret,duration_days
2010-02-05,2010-02-08,0,Regime 0,1066.18994140625,1056.739990234375,-0.00886329049344714,2
2010-02-08,2010-02-09,2,Regime 2,1056.739990234375,1070.52001953125,0.013040132316577413,2
2010-02-09,2010-02-23,0,Regime 0,1070.52001953125,1094.5999755859375,0.02249369989851413,10
2010-02-23,2010-02-24,2,Regime 2,1094.5999755859375,1105.239990234375,0.00972045942422195,2
2010-02-24,2010-03-08,0,Regime 0,1105.239990234375,1138.5,0.030093020574266438,9
2010-03-08,2010-03-11,1,Regime 1,1138.5,1150.239990234375,0.010311805212450675,4
2010-03-11,2010-04-27,2,Regime 2,1150.239990234375,1183.7099609375,0.029098249919397245,33
2010-04-27,2010-04-29,0,Regime 0,1183.7099609375,1206.780029296875,0.019489629318573565,3
2010-04-29,2010-04-30,1,Regime 1,1206.780029296875,1186.68994140625,-0.016647680109796337,2
2010-04-30,2010-05-03,0,Regime 0,1186.68994140625,1202.260009765625,0.013120586781854904,2
2010-05-03,2010-05-04,1,Regime 1,1202.260009765625,1173.5999755859375,-0.02383846584506677,2
2010-05-04,2010-05-06,0,Regime 0,1173.5999755859375,1128.1500244140625,-0.03872695306523288,3
2010-05-06,2010-05-10,2,Regime 2,1128.1500244140625,1159.72998046875,0.02799269190380027,3
2010-05-10,2010-05-11,0,Regime 0,1159.72998046875,1155.7900390625,-0.003397292018489928,2
2010-05-11,2010-05-12,2,Regime 2,1155.7900390625,1171.6700439453125,0.013739523915341278,2
2010-05-12,2010-05-14,0,Regime 0,1171.6700439453125,1135.6800537109375,-0.030716830579014864,3
2010-05-14,2010-05-27,2,Regime 2,1135.6800537109375,1103.06005859375,-0.028722874026534728,10
2010-05-27,2010-05-28,0,Regime 0,1103.06005859375,1089.4100341796875,-0.01237468831159061,2
2010-05-28,2010-06-02,2,Regime 2,1089.4100341796875,1098.3800048828125,0.008233787482854638,3
2010-06-02,2010-06-04,0,Regime 0,1098.3800048828125,1064.8800048828125,-0.030499462709696834,3
2010-06-04,2010-06-07,2,Regime 2,1064.8800048828125,1050.469970703125,-0.01353207320412908,2
2010-06-07,2010-08-05,1,Regime 1,1050.469970703125,1125.81005859375,0.07172036325816777,43
2010-08-05,2010-08-24,0,Regime 0,1125.81005859375,1051.8699951171875,-0.06567720985627101,14
2010-08-24,2010-08-25,2,Regime 2,1051.8699951171875,1055.3299560546875,0.0032893427453595248,2
2010-08-25,2010-10-05,0,Regime 0,1055.3299560546875,1160.75,0.0998929702890472,29
2010-10-05,2010-11-03,2,Regime 2,1160.75,1197.9599609375,0.03205682613611893,22
2010-11-03,2010-12-03,1,Regime 1,1197.9599609375,1224.7099609375,0.022329627760735882,22
2010-12-03,2011-01-04,2,Regime 2,1224.7099609375,1270.199951171875,0.03714348024045866,22
2011-01-04,2011-02-03,0,Regime 0,1270.199951171875,1307.0999755859375,0.029050563558925324,22
2011-02-03,2011-03-07,1,Regime 1,1307.0999755859375,1310.1300048828125,0.0023181312473949944,22
2011-03-07,2011-03-15,2,Regime 2,1310.1300048828125,1281.8699951171875,-0.021570385885599785,7
2011-03-15,2011-03-17,0,Regime 0,1281.8699951171875,1273.719970703125,-0.006357918076799529,3
2011-03-17,2011-04-05,2,Regime 2,1273.719970703125,1332.6300048828125,0.046250381194202106,14
2011-04-05,2011-05-04,1,Regime 1,1332.6300048828125,1347.3199462890625,0.0110232707896607,21
2011-05-04,2011-05-10,2,Regime 2,1347.3199462890625,1357.1600341796875,0.00730345299030688,5
2011-05-10,2011-05-11,1,Regime 1,1357.1600341796875,1342.0799560546875,-0.011111495877577093,2
2011-05-11,2011-07-01,2,Regime 2,1342.0799560546875,1339.6700439453125,-0.0017956546467315926,37
2011-07-01,2011-07-06,0,Regime 0,1339.6700439453125,1339.219970703125,-0.0003359582788475812,3
2011-07-06,2011-07-07,1,Regime 1,1339.219970703125,1353.219970703125,0.010453846497412655,2
2011-07-07,2011-07-08,2,Regime 2,1353.219970703125,1343.800048828125,-0.006961116506509657,2
2011-07-08,2011-08-02,1,Regime 1,1343.800048828125,1254.050048828125,-0.06678821010481983,18
